Name;Set;Imagefile;Side;Culture;Type;Twilight;Strength;Vitality;Resistance;Signet/Site#;Unique;Set#;Rarity;Card#;Notes;Lore;Text
Beneath the Mountains;MinesOfMoria;LOTR02001;Free;Dwarven;Condition;01;;;;;;02;R;001;;'There forged was blade, and bound was hilt; / The delver mined, the mason built.';Tale. Plays to your support area. Fellowship: Discard the top 3 cards from your draw deck to play a [DWARVEN] weapon from your discard pile.
Disquiet of Our People;MinesOfMoria;LOTR02002;Free;Dwarven;Event;01;;;;;;02;C;002;;'Ah, alas!...When will the day come of our revenge?';Maneuver: Exert a Dwarf to make that Dwarf defender +1 (or defender +2 if you spot an Orc) until the regroup phase.
Dwarven Bracers;MinesOfMoria;LOTR02003;Free;Dwarven;Possession - Bracers;01;+1;;;;;02;U;003;Version: *. ;Dwarven-smiths forge bracers for fit and agility.;Bearer must be a Dwarf. Response: If bearer is about to take a wound, discard this possession to prevent that wound.
Endurance of Dwarves;MinesOfMoria;LOTR02004;Free;Dwarven;Condition;01;;+1;;;;02;U;004;;'Dwarves too can go swiftly, and they do not tire sooner than Orcs.';Bearer must be a Dwarf. Skirmish: Discard this condition to make bearer strength +1.
Flurry of Blows;MinesOfMoria;LOTR02005;Free;Dwarven;Event;01;;;;;;02;C;005;;With a second axe, a warrior of Erebor can parry on either flank and counter quickly.;Skirmish: Make a Dwarf strength +2 (or +4 and damage +1 if bearing 2 hand weapons).
Fror, Gimli's Kinsman;MinesOfMoria;LOTR02006;Free;Dwarven;Companion - Dwarf;02;05;3;06;;U;02;C;006;;It appeared that amid the splendour of their works of hand the hearts of the Dwarves of the Lonely Mountain were troubled.;To play, spot a Dwarf. While skirmishing an Uruk-hai, Fror is strength +3.
Gloin, Friend to Thorin;MinesOfMoria;LOTR02007;Free;Dwarven;Companion - Dwarf;02;05;3;06;;U;02;R;007;;'But what then would happen, if the Ruling Ring were destroyed, as you counsel?';For each [DWARVEN] tale you can spot, Gloin is strength +1 (limit +4).
Golden Light on the Land;MinesOfMoria;LOTR02008;Free;Dwarven;Condition;00;;;;;;02;U;008;;'The Orcs will not, maybe, come out till after dusk, but we must be far away before nightfall.';To play, spot a Dwarf. Plays to your support area. At a site which is not underground, each [MORIA] Orc's twilight cost is +2. Discard this condition during the regroup phase.
Great Works Begun There;MinesOfMoria;LOTR02009;Free;Dwarven;Condition;01;;;;;;02;C;009;;'Moria! Moria!... Long have its vast mansions lain empty since the children of Durin fled.';Tale. Plays to your support area. Each time you play a Dwarf, you may discard the top 2 cards from your draw deck to take a [DWARVEN] event into hand from your discard pile.
Hand Axe;MinesOfMoria;LOTR02010;Free;Dwarven;Possession - Hand Weapon;00;+1;;;;;02;C;010;;Their captain rallied two other orcs to attack. In answer, Gimli's side axe brought him down.;Bearer must be a Dwarf. This weapon may be borne in addition to 1 other hand weapon. Archery: Discard this weapon to make the fellowship archery total +1.
Make Light of Burdens;MinesOfMoria;LOTR02011;Free;Dwarven;Condition;01;;;;;;02;R;011;;A Dwarf does not readily notice the weight on his back, or in his heart.;Plays to your support area. Maneuver: Exert a Dwarf companion and discard the top 3 cards from your draw deck to discard either a Shadow condition from a Dwarf or a weather condition.
Realm of Dwarrowdelf;MinesOfMoria;LOTR02012;Free;Dwarven;Condition;01;;;;;U;02;R;012;;'There must have been a mighty crowd of dwarves here... and every one of them busier than badgers....';Plays to your support area. Skirmish: Discard the top 3 cards from your draw deck to make a Dwarf strength +1 (limit +3) and, if underground, damage +1 (limit +3).
Tidings of Erebor;MinesOfMoria;LOTR02013;Free;Dwarven;Event;00;;;;;;02;U;013;;'...we have so far been fortunate, though we do not escape the shadow of these times.';Regroup: Spot a Dwarf to draw 3 cards. Any Shadow player may remove [3] to prevent this.
Till Durin Wakes Again;MinesOfMoria;LOTR02014;Free;Dwarven;Condition;00;;;;;;02;C;014;;Gimli was silent. Having sung his song, he would say no more.;Tale. Plays to your support area. Each time a Dwarf companion moves from an underground site, you may heal that Dwarf.
What Are We Waiting For?;MinesOfMoria;LOTR02015;Free;Dwarven;Event;01;;;;;;02;R;015;If a second copy of this card is played and that Shadow player has already chosen to skip his or her next Shadow phase, that player may choose to skip the same Shadow phase again (which has no effect). ;'It is not despair, for despair is only for those who see the end beyond all doubt.';Fellowship: Exert a Dwarf to make an opponent draw 2 cards. That player then chooses to either discard 2 Shadow cards from hand or skip his or her next Shadow phase.
A Blended Race;MinesOfMoria;LOTR02016;Free;Elven;Condition;01;;;;;;02;U;016;;'...he has been doing something to them.... For these Isengarders are more like wicked Men.';To play, spot an Elf. Plays to your support area. Each Uruk-hai is strength -2 and loses all damage bonuses. Discard this condition during the regroup phase.
Dismay Our Enemies;MinesOfMoria;LOTR02017;Free;Elven;Event;00;;;;;;02;U;017;;Reeling from the bite of an arrow, the Cave Troll became enraged trying to strike the nimble Elf.;Response: If an Elf archer wins a skirmish, make an opponent choose a minion to discard. That opponent may remove [3] to prevent this.
Hosts of the Last Alliance;MinesOfMoria;LOTR02018;Free;Elven;Condition;02;;;;;;02;U;018;;'...many great princes and captains were assembled.';Tale. Plays to your support area. While you can spot an Elf companion, the minion archery total is -1. Response: If an Elf is about to take a wound, discard this condition to prevent that wound.
Release the Angry Flood;MinesOfMoria;LOTR02019;Free;Elven;Event;01;;;;;;02;R;019;;The three Riders that were still in the midst of the Ford were overwhelmed.... Their piercing cries were drowned in the roaring of the river as it carried them away.;Maneuver: Exert an Elf to wound each Nazgul once (or twice if at a river).
Secret Sentinels;MinesOfMoria;LOTR02020;Free;Elven;Event;02;;;;;;02;R;020;;'Yet so little faith and trust do we find now in the world beyond LothlÃ³rien... that we dare not by our own trust endanger our land.';Maneuver: Exert an Elf ally to discard a condition (or 2 conditions if you spot an Orc).
Erland, Advisor to Brand;MinesOfMoria;LOTR02021;Free;Gandalf;Ally - Home 3 - Man;02;05;2;;3;U;02;C;021;;'They are good folk the Bardings. The grandson of Bard the Bowman rules them, Brand son of Bain son of Bard.';To play, spot Gandalf. Shadow players may not look at or reveal cards in your hand.
Gandalf's Staff;MinesOfMoria;LOTR02022;Free;Gandalf;Artifact;02;;+1;;;U;02;R;022;;As the wizard passed on ahead up the great steps, he held his staff aloft, and from its tip there came a faint radiance.;Bearer must be Gandalf. The twilight cost of each [GANDALF] spell is -1. Skirmish: Exert Gandalf twice to cancel a skirmish involving him.
Gandalf's Wisdom;MinesOfMoria;LOTR02023;Free;Gandalf;Condition;00;;;;;;02;C;023;;Now as the companions sat or walked together they spoke of Gandalf, and all that each had known and seen of him came clear before their minds.;Plays to your support area. The twilight cost of each possession or artifact played on Gandalf or a character who has the Gandalf signet is -1.
Hugin, Emissary from Laketown;MinesOfMoria;LOTR02024;Free;Gandalf;Ally - Home 3 - Man;01;04;2;;3;U;02;C;024;;Several wise Bardings were sent to Elrond to tell of the Dark Lord's new offer.;To play, spot Gandalf. Fellowship: Exert Hugin to reveal a Free Peoples card from your discard pile and place it beneath your draw deck.
Jarnsmid, Merchant from Dale;MinesOfMoria;LOTR02025;Free;Gandalf;Ally - Home 3 - Man;01;04;2;;3;U;02;R;025;;The Men of Dale freely traded with the Dwarves of the Lonely Mountain for fine metalwork.;To play, spot Gandalf. Each time you play a shield, armor, helm, or hand weapon, its twilight cost is -1.
Speak  "Friend " and Enter;MinesOfMoria;LOTR02026;Free;Gandalf;Event;01;;;;;;02;C;026;;Picking up his staff he stood before the rock and said in a clear voice: Mellon!;Fellowship or Regroup: Spot Gandalf to play the fellowship's next site (replacing opponent's site if necessary). Draw a card if you play an underground site.
Staff Asunder;MinesOfMoria;LOTR02027;Free;Gandalf;Event;00;;;;;;02;R;027;;At that moment Gandalf lifted his staff, and crying aloud he smote the bridge before him.;Spell. Skirmish: Discard a staff Gandalf is bearing and then exert him twice to discard a minion he is skirmishing.
Wielder of the Flame;MinesOfMoria;LOTR02028;Free;Gandalf;Event;01;;;;;;02;U;028;;The Balrog made no answer. The fire in it seemed to die, but the darkness grew.;Spell. Maneuver: Spot Gandalf to make a companion defender +1 until the regroup phase. Any Shadow player may remove [3] to prevent this.
Wizard Staff;MinesOfMoria;LOTR02029;Free;Gandalf;Possession - Staff;02;+1;;;;;02;C;029;Version: *. ;'We must have power - power to order things as we will for that Good which only the Wise can see.';Bearer must be a Wizard. Skirmish: Exert bearer twice to make a minion strength -3.
You Cannot Pass!;MinesOfMoria;LOTR02030;Free;Gandalf;Event;01;;;;;;02;U;030;;The Balrog fell back and its sword flew up in molten fragments. The wizard swayed on the bridge, stepped back a pace, and then again stood still.;Spell. Maneuver: Spot Gandalf bearing a staff to prevent a minion from being fierce until the regroup phase.
Blood of Numenor;MinesOfMoria;LOTR02031;Free;Gondor;Condition;02;;;;;;02;U;031;;'I do not know what strength is in my blood, but I swear to you - I will not let the White City fall....';To play, exert a [GONDOR] companion. Plays to your support area. Each [SAURON] Orc comes into play exhausted. Skip the archery phase. Discard this condition during the regroup phase.
Flaming Brand;MinesOfMoria;LOTR02032;Free;Gondor;Possession - Hand Weapon;00;+1;;;;;02;R;032;Lists: ERL, MXL;...a glimpse of Strider leaping out of the darkness with a flaming brand of wood in either hand.;Bearer must be a Man. This weapon may be borne in addition to 1 other hand weapon. Bearer is strength +2 and damage +1 while skirmishing a Nazgul.
Flee in Terror;MinesOfMoria;LOTR02033;Free;Gondor;Event;00;;;;;;02;U;033;;Aragorn smote to the ground the captain that stood in his path, and the rest fled in terror of his wrath.;Response: If a [GONDOR] companion wins a skirmish, discard an exhausted Orc. That minion's owner may remove [3] to prevent this.
Gondor Will See It Done;MinesOfMoria;LOTR02034;Free;Gondor;Event;00;;;;;;02;U;034;;'Boromir!... Go after those two young hobbits, and guard them at the least, even if you cannot find Frodo.';Response: If a companion is about to take a wound, exert a [GONDOR] companion to prevent that wound.
Natural Cover;MinesOfMoria;LOTR02035;Free;Gondor;Condition;01;;;;;;02;C;035;;The tree, the bough, the leaf. To a ranger, these are all defenses against the enemy.;To play, spot a ranger. Plays to your support area. While the fellowship is at a forest, the minion archery total is -2.
No Mere Ranger;MinesOfMoria;LOTR02036;Free;Gondor;Event;00;;;;;;02;R;036;;'If by my life or death, I can protect you, I will....';Skirmish: Exert Aragorn to make another companion strength +2 (or +3 if that companion has the Aragorn signet).
Sentinels of Numenor;MinesOfMoria;LOTR02037;Free;Gondor;Event;00;;;;;;02;C;037;;...they still preserved through the suns and rains of forgotten years the mighty likenesses in which they had been hewn.;Skirmish: Make a [GONDOR] companion strength +2 (or +4 if in a fierce skirmish).
Shield of Boromir;MinesOfMoria;LOTR02038;Free;Gondor;Possession - Shield;01;;;;;U;02;R;038;;Boromir bore the heirlooms of the Steward's house with pride.;Bearer must be a [GONDOR] companion. The minion archery total is -1. If bearer is Boromir, each minion skirmishing him does not gain strength bonuses from weapons.
Beyond the Height of Men;MinesOfMoria;LOTR02039;Shadow;Isengard;Event;02;;;;;;02;R;039;;'Whom do you serve?';Maneuver: Exert an Uruk-hai to discard an armor possession, helm possession, or shield possession (or all such Free Peoples possessions if you can spot 6 companions).
Demands of the Sackville-Bagginses;MinesOfMoria;LOTR02040;Shadow;Isengard;Condition;01;;;;;;02;C;040;;In the middle of the commotion, the Sackville-Bagginses arrived.;To play, spot an [ISENGARD] minion. Plays to your support area. Each time a [SHIRE] ally exerts, add [1].
Evil Afoot;MinesOfMoria;LOTR02041;Shadow;Isengard;Event;00;;;;;;02;U;041;;'It is not the Eastern Shore I am worried about. A shadow and a threat has been growing in my mind. Something draws near, I can feel it.';Shadow: Exert an Uruk-hai and spot X burdens to shuffle X minions from your discard pile into your draw deck.
Goblin Man;MinesOfMoria;LOTR02042;Shadow;Isengard;Minion - Orc;02;06;2;;2;;02;C;042;;'He looks more than half like a goblin.';Discard this minion if underground. Shadow: Exert this minion to look at the Free Peoples player's hand.
Lurtz's Sword;MinesOfMoria;LOTR02043;Shadow;Isengard;Possession - Hand Weapon;01;+2;;;;U;02;R;043;;The Uruk giant laid down his bow and drew a broad-bladed weapon.;Bearer must be Lurtz. He is damage +1. Each time Lurtz wins a skirmish, the Free Peoples player must discard the top 2 cards of his or her draw deck.
No Business of Ours;MinesOfMoria;LOTR02044;Shadow;Isengard;Condition;00;;;;;;02;C;044;;'Goblins? Cobblers! Far-off tales and children's stories, that's all that is!';To play, spot an [ISENGARD] minion. Plays to your support area. The Free Peoples player may not look at or reveal cards in any Shadow player's hand.
Too Much Attention;MinesOfMoria;LOTR02045;Shadow;Isengard;Event;01;;;;;;02;R;045;;'A little more caution from you - that is not a trinket you carry.';Response: If the Ring-bearer puts on The One Ring, spot an [ISENGARD] minion to make the Free Peoples player discard the top 5 cards of his or her draw deck.
Uruk Captain;MinesOfMoria;LOTR02046;Shadow;Isengard;Minion - Uruk-hai;03;09;2;;5;U;02;R;046;;The captains marched the Uruk-hai to the great river without halting.;Damage +1. Shadow: Remove [1] and exert Uruk Captain to play an Uruk-hai from your discard pile.
Uruk Scout;MinesOfMoria;LOTR02047;Shadow;Isengard;Minion - Uruk-hai;03;07;2;;5;;02;C;047;The special ability of this minion may only cancel an event that specifically requires a ranger in its game text. ;Forward Uruk troops caught the fellowship unaware.;Tracker. Damage +1. The roaming penalty for each [ISENGARD] minion you play is -1. Response: If an event is played that spots or exerts a ranger, exert this minion to cancel that event.
Wizard Storm;MinesOfMoria;LOTR02048;Shadow;Isengard;Condition;02;;;;;;02;U;048;;There was a black look in the sky, and the sun was wan. The wind had gone now round to the north-east.;Spell. Weather. To play, exert an [ISENGARD] minion. Plays on a site. Limit 1 per site. When the fellowship moves from this site, every companion must exert. Discard this condition at the end of the turn.
Archer Commander;MinesOfMoria;LOTR02049;Shadow;Moria;Minion - Orc;04;08;2;;4;U;02;R;049;;Their commander led the Goblin bowmen to the highest rise across the gap.;Archer. Each other [MORIA] archer is strength +2.
The Balrog's Sword;MinesOfMoria;LOTR02050;Shadow;Moria;Artifact;01;+3;;;;U;02;R;050;;In its right hand was a blade like a stabbing tongue of fire....;Bearer must be The Balrog. It is damage +1. This weapon may be borne in addition to 1 other hand weapon.
The Balrog, Durin's Bane;MinesOfMoria;LOTR02051;Shadow;Moria;Minion - Balrog;12;17;5;;4;U;02;C;051;;'Indeed I saw upon the bridge that which haunts our darkest dreams....';Damage +1. Fierce. While you can spot The Balrog, discard all other minions. Skip the archery phase. Discard The Balrog if not underground.
The Balrog, Flame of Udun;MinesOfMoria;LOTR02052;Shadow;Moria;Minion - Balrog;14;17;5;;4;U;02;R;052;;...suddenly it drew itself up to a great height, and its wings were spread from wall to wall....;Damage +1. Fierce. To play, spot a [MORIA] Orc. Discard The Balrog if not underground. Shadow: Exert The Balrog and remove [2] to play a [MORIA] Orc from your discard pile.
